@RELATION snake_game_train

@ATTRIBUTE snake_length NUMERIC
@ATTRIBUTE snake_x {WEST, EAST}
@ATTRIBUTE snake_y {NORTH, SOUTH}
@ATTRIBUTE food_x {WEST, EAST}
@ATTRIBUTE food_y {NORTH, SOUTH}
@ATTRIBUTE rel_pos {0, 1, 2, 3}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE direction {NORTH, SOUTH, WEST, EAST}

@DATA
29,EAST,NORTH,WEST,NORTH,0,1741,NORTH
27,EAST,SOUTH,EAST,NORTH,1,1630,NORTH
7,WEST,SOUTH,EAST,SOUTH,3,292,EAST
42,WEST,SOUTH,WEST,NORTH,0,2351,NORTH
23,EAST,SOUTH,EAST,SOUTH,0,1355,NORTH
10,WEST,SOUTH,WEST,SOUTH,2,454,SOUTH
36,WEST,SOUTH,WEST,NORTH,0,2099,NORTH
23,EAST,SOUTH,EAST,NORTH,0,1272,NORTH
38,WEST,NORTH,WEST,SOUTH,2,2132,SOUTH
9,EAST,NORTH,EAST,NORTH,1,405,EAST
18,WEST,NORTH,WEST,NORTH,1,996,NORTH
11,WEST,SOUTH,WEST,SOUTH,2,486,WEST
5,WEST,NORTH,WEST,NORTH,1,142,NORTH
7,EAST,SOUTH,EAST,SOUTH,3,284,EAST
48,EAST,NORTH,EAST,NORTH,1,2669,NORTH
24,EAST,NORTH,EAST,NORTH,3,1345,EAST
3,WEST,NORTH,WEST,SOUTH,2,-23,SOUTH
14,EAST,NORTH,EAST,NORTH,0,690,WEST
28,EAST,SOUTH,WEST,SOUTH,2,1597,WEST
26,EAST,NORTH,EAST,NORTH,1,1436,EAST
14,EAST,SOUTH,WEST,SOUTH,2,708,WEST
8,EAST,NORTH,EAST,NORTH,1,348,EAST
23,WEST,SOUTH,EAST,NORTH,1,1381,NORTH
16,EAST,NORTH,WEST,SOUTH,2,841,WEST
35,EAST,SOUTH,EAST,SOUTH,2,2070,SOUTH
17,WEST,NORTH,WEST,SOUTH,2,851,SOUTH
27,WEST,NORTH,EAST,SOUTH,3,1540,SOUTH
16,EAST,SOUTH,EAST,NORTH,1,840,NORTH
16,EAST,SOUTH,EAST,NORTH,1,844,EAST
23,EAST,SOUTH,EAST,SOUTH,0,1349,WEST
29,EAST,NORTH,WEST,NORTH,0,1611,WEST
20,WEST,SOUTH,WEST,SOUTH,2,1094,WEST
6,WEST,SOUTH,WEST,SOUTH,3,214,SOUTH
21,WEST,NORTH,EAST,SOUTH,3,1190,EAST
46,WEST,NORTH,WEST,SOUTH,2,2580,EAST
42,WEST,NORTH,WEST,NORTH,0,2322,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1790,NORTH
27,EAST,NORTH,EAST,SOUTH,2,1498,SOUTH
50,WEST,NORTH,EAST,NORTH,1,2759,EAST
48,EAST,SOUTH,EAST,NORTH,1,2678,EAST
37,EAST,SOUTH,EAST,SOUTH,1,2161,SOUTH
27,EAST,SOUTH,EAST,SOUTH,2,1481,SOUTH
44,EAST,NORTH,WEST,NORTH,0,2426,NORTH
17,WEST,SOUTH,WEST,SOUTH,0,920,WEST
37,EAST,NORTH,WEST,NORTH,0,2208,WEST
21,EAST,SOUTH,EAST,SOUTH,2,1230,NORTH
33,WEST,NORTH,EAST,NORTH,1,1862,EAST
8,EAST,SOUTH,WEST,SOUTH,2,362,SOUTH
14,WEST,NORTH,EAST,NORTH,3,671,EAST
43,WEST,NORTH,EAST,NORTH,3,2410,EAST
22,EAST,SOUTH,EAST,SOUTH,1,1267,EAST
3,EAST,SOUTH,EAST,SOUTH,2,-67,SOUTH
3,EAST,NORTH,EAST,SOUTH,3,-46,EAST
53,WEST,SOUTH,EAST,SOUTH,1,2986,WEST
11,EAST,NORTH,EAST,SOUTH,2,499,WEST
18,WEST,NORTH,WEST,SOUTH,2,965,SOUTH
19,WEST,NORTH,EAST,NORTH,3,1019,EAST
5,WEST,SOUTH,WEST,SOUTH,1,117,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,612,EAST
35,WEST,NORTH,EAST,SOUTH,3,2064,EAST
29,EAST,SOUTH,WEST,NORTH,0,1744,WEST
30,WEST,SOUTH,WEST,SOUTH,0,1723,WEST
16,EAST,SOUTH,WEST,SOUTH,2,887,SOUTH
3,EAST,NORTH,EAST,SOUTH,3,-40,EAST
14,WEST,NORTH,EAST,NORTH,1,699,NORTH
51,EAST,SOUTH,EAST,SOUTH,3,2832,SOUTH
5,WEST,SOUTH,WEST,SOUTH,2,144,EAST
53,EAST,SOUTH,EAST,SOUTH,1,2977,EAST
34,WEST,NORTH,EAST,NORTH,3,2026,EAST
38,WEST,NORTH,WEST,SOUTH,2,2135,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,554,NORTH
27,EAST,SOUTH,EAST,SOUTH,2,1487,SOUTH
28,EAST,SOUTH,WEST,SOUTH,2,1594,WEST
33,WEST,NORTH,EAST,NORTH,1,1854,NORTH
22,WEST,SOUTH,EAST,SOUTH,3,1285,EAST
7,WEST,SOUTH,WEST,NORTH,1,282,NORTH
54,EAST,NORTH,EAST,NORTH,1,3043,NORTH
37,WEST,NORTH,EAST,NORTH,1,2096,EAST
12,EAST,NORTH,EAST,NORTH,0,595,NORTH
25,EAST,NORTH,EAST,NORTH,2,1406,EAST
11,WEST,SOUTH,WEST,NORTH,1,539,NORTH
7,WEST,NORTH,EAST,SOUTH,3,315,WEST
25,EAST,NORTH,WEST,SOUTH,2,1444,SOUTH
40,WEST,SOUTH,EAST,SOUTH,3,2273,SOUTH
34,WEST,SOUTH,WEST,SOUTH,3,1871,WEST
33,EAST,SOUTH,EAST,NORTH,1,1971,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2739,SOUTH
10,WEST,NORTH,EAST,NORTH,1,428,EAST
27,EAST,SOUTH,EAST,SOUTH,2,1484,SOUTH
14,EAST,NORTH,EAST,NORTH,3,733,EAST
49,EAST,SOUTH,EAST,SOUTH,2,2719,SOUTH
22,WEST,SOUTH,EAST,SOUTH,3,1301,SOUTH
13,EAST,NORTH,WEST,NORTH,0,688,EAST
3,WEST,NORTH,WEST,SOUTH,2,-21,SOUTH
12,EAST,NORTH,EAST,NORTH,0,602,EAST
9,WEST,SOUTH,WEST,NORTH,0,432,EAST
13,EAST,NORTH,EAST,SOUTH,3,655,SOUTH
27,EAST,SOUTH,EAST,SOUTH,3,1520,SOUTH
22,WEST,SOUTH,EAST,SOUTH,3,1297,EAST
24,EAST,NORTH,EAST,NORTH,1,1334,NORTH
31,WEST,SOUTH,WEST,SOUTH,1,1811,NORTH
31,WEST,NORTH,WEST,SOUTH,2,1726,SOUTH
42,WEST,NORTH,WEST,NORTH,0,2329,WEST
24,EAST,NORTH,EAST,NORTH,1,1339,WEST
4,EAST,NORTH,EAST,NORTH,0,30,NORTH
25,WEST,SOUTH,WEST,SOUTH,3,1515,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1785,EAST
16,EAST,SOUTH,WEST,SOUTH,2,886,WEST
26,WEST,NORTH,EAST,NORTH,1,1458,EAST
3,EAST,NORTH,EAST,SOUTH,3,-41,EAST
31,EAST,NORTH,WEST,NORTH,2,1892,EAST
16,EAST,NORTH,WEST,SOUTH,2,838,SOUTH
7,WEST,NORTH,EAST,SOUTH,3,312,SOUTH
9,EAST,SOUTH,EAST,NORTH,1,431,EAST
34,EAST,NORTH,WEST,SOUTH,2,1912,WEST
24,EAST,NORTH,WEST,NORTH,2,1429,WEST
36,EAST,SOUTH,WEST,NORTH,0,2125,WEST
13,WEST,SOUTH,WEST,NORTH,0,613,NORTH
35,EAST,NORTH,EAST,SOUTH,3,2082,WEST
19,WEST,NORTH,WEST,SOUTH,3,1076,NORTH
3,WEST,NORTH,WEST,NORTH,2,-9,SOUTH
5,EAST,NORTH,WEST,SOUTH,2,129,NORTH
46,WEST,SOUTH,WEST,SOUTH,0,2541,WEST
27,EAST,SOUTH,EAST,NORTH,1,1641,EAST
8,EAST,SOUTH,WEST,SOUTH,2,374,WEST
3,WEST,NORTH,WEST,SOUTH,2,-38,SOUTH
3,WEST,NORTH,EAST,SOUTH,3,-14,SOUTH
26,WEST,SOUTH,WEST,SOUTH,0,1575,SOUTH
27,EAST,SOUTH,EAST,NORTH,1,1619,EAST
3,EAST,NORTH,EAST,NORTH,3,-30,EAST
5,EAST,NORTH,WEST,SOUTH,2,128,WEST
34,WEST,NORTH,WEST,NORTH,0,2003,WEST
11,EAST,SOUTH,WEST,SOUTH,2,519,NORTH
42,WEST,NORTH,WEST,NORTH,0,2331,NORTH
7,WEST,NORTH,EAST,SOUTH,3,313,SOUTH
44,EAST,SOUTH,WEST,NORTH,0,2442,WEST
25,EAST,SOUTH,WEST,SOUTH,2,1414,SOUTH
49,EAST,NORTH,EAST,SOUTH,2,2726,SOUTH
19,WEST,NORTH,WEST,SOUTH,2,1068,SOUTH
18,WEST,NORTH,WEST,NORTH,0,998,WEST
9,WEST,SOUTH,EAST,NORTH,1,421,NORTH
12,WEST,NORTH,WEST,NORTH,0,547,NORTH
12,EAST,NORTH,EAST,NORTH,0,592,NORTH
6,WEST,NORTH,WEST,NORTH,2,221,SOUTH
13,WEST,SOUTH,WEST,NORTH,0,640,WEST
14,WEST,NORTH,EAST,NORTH,3,682,EAST
14,EAST,SOUTH,EAST,NORTH,0,724,WEST
12,WEST,NORTH,EAST,SOUTH,3,605,NORTH
7,EAST,SOUTH,EAST,SOUTH,3,286,EAST
10,EAST,NORTH,EAST,NORTH,0,469,SOUTH
8,EAST,SOUTH,WEST,SOUTH,2,365,WEST
30,WEST,SOUTH,WEST,SOUTH,0,1736,WEST
31,WEST,NORTH,WEST,NORTH,0,1844,WEST
43,WEST,NORTH,EAST,NORTH,3,2411,EAST
9,EAST,SOUTH,EAST,NORTH,1,436,NORTH
14,EAST,NORTH,EAST,NORTH,0,673,NORTH
33,EAST,SOUTH,EAST,NORTH,1,1974,EAST
15,EAST,NORTH,EAST,SOUTH,3,812,SOUTH
10,WEST,SOUTH,WEST,SOUTH,0,442,WEST
35,EAST,SOUTH,EAST,SOUTH,3,2047,EAST
23,EAST,SOUTH,EAST,NORTH,1,1293,EAST
12,EAST,NORTH,EAST,NORTH,0,598,NORTH
27,EAST,SOUTH,EAST,NORTH,1,1646,WEST
24,EAST,NORTH,EAST,NORTH,1,1363,NORTH
10,WEST,SOUTH,EAST,SOUTH,1,442,NORTH
48,WEST,SOUTH,EAST,NORTH,1,2694,NORTH
8,EAST,NORTH,EAST,NORTH,1,334,EAST
14,EAST,SOUTH,WEST,SOUTH,2,688,WEST
12,WEST,NORTH,EAST,SOUTH,3,599,EAST
38,EAST,NORTH,WEST,SOUTH,2,2145,SOUTH
27,EAST,NORTH,EAST,SOUTH,2,1502,SOUTH
46,WEST,SOUTH,WEST,SOUTH,2,2549,WEST
36,EAST,SOUTH,WEST,NORTH,0,2123,WEST
26,EAST,NORTH,EAST,NORTH,1,1432,NORTH
51,EAST,NORTH,EAST,SOUTH,3,2840,SOUTH
7,EAST,NORTH,EAST,NORTH,3,209,WEST
22,WEST,SOUTH,EAST,SOUTH,3,1286,EAST
45,WEST,NORTH,WEST,NORTH,0,2519,WEST
44,EAST,SOUTH,WEST,NORTH,0,2452,SOUTH
44,EAST,SOUTH,WEST,NORTH,0,2436,WEST
9,EAST,NORTH,EAST,NORTH,0,404,NORTH
29,EAST,NORTH,WEST,NORTH,0,1617,NORTH
34,WEST,SOUTH,WEST,SOUTH,2,1882,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-31,SOUTH
13,WEST,NORTH,WEST,NORTH,0,616,WEST
6,EAST,SOUTH,EAST,SOUTH,1,195,NORTH
32,WEST,NORTH,WEST,NORTH,1,1932,EAST
12,EAST,SOUTH,WEST,NORTH,0,560,NORTH
7,WEST,NORTH,WEST,NORTH,0,233,WEST
11,EAST,SOUTH,EAST,SOUTH,3,554,SOUTH
37,WEST,NORTH,EAST,NORTH,1,2100,NORTH
12,EAST,SOUTH,EAST,SOUTH,3,576,EAST
37,EAST,NORTH,WEST,NORTH,0,2220,WEST
24,WEST,SOUTH,EAST,NORTH,1,1393,EAST
11,WEST,SOUTH,WEST,NORTH,1,548,EAST
32,WEST,NORTH,WEST,NORTH,1,1942,NORTH
4,WEST,NORTH,WEST,NORTH,1,66,SOUTH
24,WEST,SOUTH,WEST,SOUTH,0,1422,NORTH
8,WEST,SOUTH,WEST,SOUTH,2,293,SOUTH
50,WEST,SOUTH,EAST,NORTH,1,2784,NORTH
53,EAST,SOUTH,EAST,SOUTH,1,3005,EAST
12,EAST,SOUTH,EAST,NORTH,1,545,NORTH
10,WEST,SOUTH,WEST,SOUTH,2,453,SOUTH
17,WEST,NORTH,WEST,SOUTH,3,865,EAST
34,WEST,NORTH,WEST,NORTH,0,2009,WEST
38,EAST,SOUTH,EAST,SOUTH,0,2239,SOUTH
11,WEST,NORTH,EAST,SOUTH,3,564,EAST
34,EAST,NORTH,WEST,NORTH,0,2050,NORTH
15,EAST,NORTH,EAST,SOUTH,2,801,SOUTH
11,WEST,SOUTH,WEST,NORTH,1,522,EAST
31,WEST,SOUTH,WEST,SOUTH,2,1711,SOUTH
36,EAST,SOUTH,WEST,NORTH,0,2113,NORTH
28,EAST,NORTH,EAST,SOUTH,2,1687,WEST
16,EAST,NORTH,WEST,SOUTH,2,844,SOUTH
23,EAST,SOUTH,EAST,NORTH,1,1357,EAST
9,EAST,SOUTH,WEST,SOUTH,2,367,WEST
42,WEST,SOUTH,WEST,NORTH,0,2350,NORTH
35,EAST,SOUTH,EAST,SOUTH,3,2055,EAST
14,EAST,SOUTH,EAST,NORTH,0,727,SOUTH
35,EAST,NORTH,EAST,SOUTH,2,2091,WEST
11,WEST,NORTH,WEST,NORTH,0,513,NORTH
30,EAST,NORTH,EAST,NORTH,1,1792,EAST
9,EAST,SOUTH,EAST,SOUTH,2,417,SOUTH
28,EAST,NORTH,EAST,NORTH,1,1548,NORTH
5,WEST,SOUTH,WEST,SOUTH,3,126,SOUTH
9,EAST,SOUTH,EAST,NORTH,1,441,NORTH
41,EAST,SOUTH,WEST,SOUTH,2,2296,SOUTH
20,WEST,SOUTH,WEST,SOUTH,3,1087,SOUTH
25,EAST,SOUTH,WEST,SOUTH,0,1391,WEST
8,EAST,NORTH,EAST,NORTH,1,344,EAST
28,EAST,SOUTH,EAST,SOUTH,2,1673,SOUTH
41,EAST,SOUTH,WEST,SOUTH,2,2300,SOUTH
21,WEST,NORTH,EAST,SOUTH,3,1202,EAST
35,EAST,SOUTH,EAST,SOUTH,2,2064,SOUTH
33,WEST,NORTH,EAST,NORTH,1,1842,EAST
17,WEST,NORTH,WEST,NORTH,0,924,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1250,NORTH
12,WEST,NORTH,EAST,SOUTH,3,603,NORTH
22,WEST,SOUTH,EAST,SOUTH,3,1278,EAST
9,WEST,SOUTH,EAST,NORTH,1,432,NORTH
47,WEST,SOUTH,WEST,SOUTH,1,2612,EAST
4,WEST,NORTH,WEST,NORTH,0,-20,NORTH
11,WEST,NORTH,EAST,SOUTH,3,566,SOUTH
22,WEST,SOUTH,WEST,SOUTH,0,1246,NORTH
34,WEST,SOUTH,WEST,SOUTH,1,1868,EAST
14,WEST,SOUTH,WEST,SOUTH,2,678,WEST
18,WEST,NORTH,WEST,SOUTH,2,979,EAST
47,WEST,SOUTH,WEST,SOUTH,3,2639,NORTH
44,EAST,SOUTH,WEST,NORTH,0,2453,SOUTH
14,WEST,SOUTH,WEST,SOUTH,2,681,WEST
10,EAST,NORTH,EAST,NORTH,1,414,EAST
28,EAST,SOUTH,EAST,SOUTH,2,1670,SOUTH
10,WEST,NORTH,WEST,SOUTH,2,495,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1382,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1258,WEST
24,WEST,SOUTH,WEST,SOUTH,0,1442,WEST
10,WEST,NORTH,WEST,SOUTH,2,494,NORTH
10,EAST,SOUTH,WEST,SOUTH,2,490,SOUTH
32,WEST,SOUTH,WEST,SOUTH,0,1784,EAST
10,WEST,SOUTH,EAST,NORTH,1,449,EAST
25,WEST,SOUTH,WEST,SOUTH,3,1484,SOUTH
10,EAST,NORTH,EAST,NORTH,0,468,WEST
7,WEST,NORTH,WEST,NORTH,0,229,WEST
6,WEST,NORTH,WEST,NORTH,0,217,WEST
23,EAST,NORTH,EAST,NORTH,0,1261,NORTH
27,EAST,NORTH,EAST,NORTH,0,1610,NORTH
20,EAST,SOUTH,EAST,SOUTH,1,1144,EAST
6,WEST,NORTH,WEST,NORTH,3,232,EAST
17,WEST,NORTH,WEST,SOUTH,2,855,SOUTH
7,WEST,SOUTH,WEST,SOUTH,2,274,WEST
14,WEST,NORTH,EAST,NORTH,3,670,EAST
11,WEST,SOUTH,WEST,NORTH,1,520,EAST
10,EAST,NORTH,EAST,NORTH,2,478,SOUTH
40,EAST,SOUTH,EAST,SOUTH,1,2269,EAST
8,WEST,SOUTH,WEST,SOUTH,0,346,WEST
21,EAST,SOUTH,EAST,SOUTH,3,1153,EAST
23,EAST,SOUTH,EAST,NORTH,0,1275,EAST
13,EAST,NORTH,WEST,NORTH,0,628,NORTH
40,EAST,SOUTH,EAST,SOUTH,3,2253,WEST
12,WEST,NORTH,WEST,NORTH,0,590,WEST
37,EAST,NORTH,WEST,NORTH,0,2216,WEST
7,EAST,NORTH,EAST,NORTH,1,216,EAST
3,WEST,NORTH,EAST,SOUTH,3,-19,EAST
34,WEST,NORTH,WEST,SOUTH,3,1899,EAST
46,WEST,NORTH,WEST,SOUTH,2,2575,EAST
18,WEST,NORTH,WEST,SOUTH,2,977,SOUTH
22,WEST,SOUTH,EAST,SOUTH,3,1296,EAST
10,WEST,SOUTH,WEST,SOUTH,0,447,WEST
25,EAST,SOUTH,WEST,SOUTH,2,1431,SOUTH
3,WEST,NORTH,EAST,NORTH,3,-5,EAST
34,WEST,NORTH,WEST,NORTH,0,2012,WEST
4,WEST,NORTH,WEST,NORTH,0,-29,WEST
11,EAST,SOUTH,WEST,SOUTH,2,520,NORTH
28,WEST,SOUTH,WEST,SOUTH,0,1584,WEST
15,EAST,NORTH,EAST,SOUTH,3,813,SOUTH
9,EAST,SOUTH,EAST,SOUTH,0,404,WEST
17,EAST,SOUTH,EAST,SOUTH,0,927,SOUTH
17,EAST,SOUTH,WEST,SOUTH,2,942,WEST
35,EAST,NORTH,EAST,SOUTH,2,2094,SOUTH
43,WEST,NORTH,EAST,NORTH,3,2387,EAST
31,WEST,SOUTH,WEST,SOUTH,2,1721,SOUTH
16,WEST,NORTH,WEST,NORTH,0,789,NORTH
27,EAST,NORTH,EAST,NORTH,0,1605,NORTH
30,EAST,NORTH,EAST,NORTH,1,1803,EAST
10,WEST,SOUTH,WEST,SOUTH,0,452,WEST
17,WEST,SOUTH,WEST,NORTH,0,949,NORTH
13,WEST,NORTH,EAST,SOUTH,3,674,SOUTH
35,WEST,NORTH,EAST,SOUTH,3,2062,EAST
39,WEST,SOUTH,WEST,SOUTH,2,2224,SOUTH
30,WEST,SOUTH,WEST,SOUTH,2,1747,SOUTH
41,WEST,SOUTH,WEST,SOUTH,0,2265,NORTH
5,WEST,SOUTH,WEST,SOUTH,3,127,SOUTH
22,WEST,SOUTH,WEST,SOUTH,2,1219,WEST
13,WEST,NORTH,EAST,SOUTH,3,675,SOUTH
5,WEST,SOUTH,WEST,SOUTH,3,128,WEST
35,EAST,SOUTH,EAST,SOUTH,2,2073,SOUTH
4,EAST,NORTH,EAST,NORTH,1,51,SOUTH
46,WEST,NORTH,WEST,SOUTH,3,2583,EAST
4,WEST,SOUTH,WEST,NORTH,0,-16,WEST
32,WEST,SOUTH,EAST,SOUTH,3,1897,EAST
14,WEST,NORTH,EAST,NORTH,3,669,EAST
26,WEST,NORTH,WEST,NORTH,0,1454,WEST
37,WEST,NORTH,EAST,NORTH,1,2079,EAST
38,EAST,SOUTH,EAST,SOUTH,0,2233,WEST
31,WEST,SOUTH,WEST,SOUTH,1,1809,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1228,WEST
4,WEST,SOUTH,WEST,SOUTH,3,53,WEST
6,WEST,NORTH,WEST,NORTH,2,229,EAST
22,EAST,SOUTH,WEST,SOUTH,2,1237,SOUTH
23,EAST,SOUTH,EAST,SOUTH,0,1366,EAST
10,EAST,SOUTH,WEST,SOUTH,2,476,SOUTH
42,WEST,SOUTH,WEST,NORTH,0,2333,NORTH
34,WEST,NORTH,WEST,NORTH,0,2013,WEST
5,WEST,SOUTH,WEST,SOUTH,2,84,SOUTH
12,EAST,NORTH,EAST,SOUTH,3,585,EAST
3,EAST,NORTH,EAST,NORTH,1,-19,EAST
53,EAST,SOUTH,EAST,SOUTH,1,3013,WEST
34,WEST,SOUTH,WEST,SOUTH,2,1874,WEST
12,EAST,SOUTH,EAST,NORTH,1,557,EAST
13,EAST,NORTH,EAST,SOUTH,3,624,EAST
10,WEST,SOUTH,EAST,NORTH,1,442,EAST
8,WEST,NORTH,EAST,NORTH,3,364,EAST
33,WEST,NORTH,EAST,NORTH,1,1850,EAST
29,WEST,NORTH,WEST,NORTH,0,1590,NORTH
6,WEST,NORTH,WEST,NORTH,2,225,SOUTH
5,WEST,NORTH,WEST,NORTH,1,155,WEST
41,WEST,SOUTH,WEST,SOUTH,0,2268,WEST
34,WEST,NORTH,WEST,NORTH,0,2004,WEST
3,EAST,SOUTH,EAST,SOUTH,2,-65,SOUTH
23,EAST,NORTH,EAST,NORTH,1,1346,EAST
11,WEST,SOUTH,WEST,NORTH,1,530,NORTH
13,EAST,SOUTH,WEST,NORTH,0,648,WEST
23,WEST,SOUTH,EAST,NORTH,1,1303,EAST
37,EAST,NORTH,EAST,NORTH,1,2070,EAST
35,EAST,SOUTH,EAST,SOUTH,2,2072,SOUTH
47,WEST,SOUTH,WEST,SOUTH,3,2623,SOUTH
7,WEST,NORTH,WEST,NORTH,1,273,NORTH
4,WEST,NORTH,WEST,NORTH,0,-23,NORTH
9,EAST,SOUTH,WEST,SOUTH,2,373,WEST
7,WEST,SOUTH,EAST,SOUTH,1,298,EAST
23,EAST,SOUTH,EAST,NORTH,0,1270,NORTH
20,WEST,SOUTH,WEST,SOUTH,2,1097,WEST
11,WEST,SOUTH,WEST,SOUTH,2,508,SOUTH
7,WEST,NORTH,EAST,SOUTH,3,316,WEST
6,WEST,SOUTH,EAST,SOUTH,1,209,NORTH
34,WEST,SOUTH,EAST,NORTH,1,2063,NORTH
16,WEST,SOUTH,EAST,NORTH,1,863,EAST
9,EAST,NORTH,WEST,SOUTH,2,384,WEST
13,WEST,NORTH,WEST,NORTH,0,599,NORTH
34,WEST,NORTH,EAST,NORTH,1,2036,NORTH
19,EAST,NORTH,EAST,NORTH,2,1013,SOUTH
23,WEST,SOUTH,WEST,SOUTH,0,1320,WEST
21,WEST,SOUTH,WEST,SOUTH,2,1220,WEST
7,EAST,NORTH,EAST,NORTH,1,215,EAST
3,EAST,NORTH,EAST,NORTH,2,-48,EAST
12,EAST,NORTH,EAST,NORTH,0,594,NORTH
41,EAST,SOUTH,WEST,SOUTH,2,2302,SOUTH
26,EAST,NORTH,EAST,NORTH,1,1439,EAST
34,WEST,NORTH,EAST,NORTH,1,2039,NORTH
21,EAST,SOUTH,EAST,SOUTH,2,1150,EAST
13,EAST,SOUTH,EAST,SOUTH,2,631,SOUTH
46,WEST,NORTH,WEST,SOUTH,2,2579,EAST
45,WEST,NORTH,WEST,NORTH,1,2490,NORTH
21,EAST,SOUTH,EAST,SOUTH,2,1147,SOUTH
13,EAST,NORTH,WEST,NORTH,0,629,EAST
36,WEST,SOUTH,WEST,NORTH,0,2107,WEST
35,WEST,NORTH,EAST,SOUTH,3,2083,EAST
15,EAST,NORTH,EAST,NORTH,1,758,EAST
53,EAST,SOUTH,EAST,SOUTH,1,2971,EAST
37,EAST,SOUTH,EAST,SOUTH,3,2162,EAST
34,WEST,NORTH,EAST,NORTH,1,2045,EAST
9,EAST,SOUTH,EAST,NORTH,1,448,NORTH
22,EAST,SOUTH,WEST,SOUTH,2,1225,WEST
19,EAST,NORTH,EAST,NORTH,2,1012,SOUTH
19,WEST,NORTH,EAST,SOUTH,3,1085,EAST
11,WEST,NORTH,WEST,NORTH,1,519,NORTH
4,WEST,SOUTH,WEST,NORTH,0,0,WEST
27,WEST,NORTH,EAST,SOUTH,3,1546,EAST
12,WEST,NORTH,WEST,NORTH,0,589,WEST
8,WEST,SOUTH,WEST,SOUTH,2,360,SOUTH
38,EAST,SOUTH,EAST,SOUTH,2,2241,SOUTH
26,WEST,SOUTH,WEST,SOUTH,2,1580,EAST
35,EAST,NORTH,EAST,SOUTH,2,2098,SOUTH
6,WEST,SOUTH,WEST,SOUTH,3,217,SOUTH
41,WEST,SOUTH,WEST,SOUTH,0,2267,WEST
4,EAST,SOUTH,WEST,NORTH,0,7,WEST
53,EAST,SOUTH,EAST,SOUTH,1,3009,EAST
10,WEST,SOUTH,WEST,SOUTH,0,446,WEST
22,WEST,SOUTH,EAST,SOUTH,3,1282,SOUTH
49,EAST,SOUTH,EAST,SOUTH,2,2717,SOUTH
11,WEST,SOUTH,WEST,NORTH,1,532,NORTH
26,EAST,SOUTH,EAST,SOUTH,2,1558,WEST
21,WEST,SOUTH,WEST,SOUTH,2,1209,SOUTH
9,EAST,SOUTH,WEST,SOUTH,2,368,WEST
45,WEST,NORTH,WEST,NORTH,0,2495,WEST
3,WEST,NORTH,WEST,SOUTH,2,-36,SOUTH
25,WEST,NORTH,EAST,SOUTH,3,1504,SOUTH
13,WEST,NORTH,WEST,NORTH,2,669,WEST
31,WEST,NORTH,WEST,NORTH,0,1847,WEST
39,EAST,SOUTH,WEST,SOUTH,2,2313,WEST
38,EAST,SOUTH,EAST,SOUTH,2,2247,EAST
3,WEST,NORTH,EAST,NORTH,3,-26,SOUTH
4,EAST,SOUTH,WEST,NORTH,0,11,WEST
10,WEST,SOUTH,EAST,NORTH,1,445,EAST
20,WEST,NORTH,WEST,NORTH,0,1120,WEST
15,WEST,NORTH,WEST,NORTH,3,794,SOUTH
6,WEST,SOUTH,WEST,SOUTH,3,222,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1223,SOUTH
36,WEST,SOUTH,WEST,NORTH,0,2106,WEST
12,EAST,SOUTH,EAST,NORTH,1,548,EAST
3,WEST,NORTH,WEST,SOUTH,2,-32,SOUTH
3,WEST,NORTH,EAST,SOUTH,3,-17,EAST
12,EAST,SOUTH,EAST,SOUTH,2,562,SOUTH
10,EAST,SOUTH,WEST,SOUTH,0,500,NORTH
22,WEST,SOUTH,EAST,SOUTH,3,1288,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1167,EAST
36,WEST,SOUTH,WEST,NORTH,0,2100,NORTH
47,WEST,SOUTH,WEST,SOUTH,3,2637,NORTH
4,WEST,SOUTH,WEST,NORTH,0,-3,NORTH
30,WEST,SOUTH,WEST,SOUTH,2,1755,SOUTH
5,EAST,NORTH,WEST,NORTH,2,166,SOUTH
44,EAST,NORTH,WEST,NORTH,0,2423,NORTH
9,EAST,SOUTH,EAST,NORTH,1,458,EAST
7,WEST,SOUTH,WEST,NORTH,1,277,NORTH
33,WEST,NORTH,WEST,SOUTH,2,2006,SOUTH
26,WEST,NORTH,EAST,NORTH,1,1454,NORTH
5,WEST,SOUTH,WEST,SOUTH,2,86,SOUTH
29,WEST,SOUTH,WEST,SOUTH,1,1677,WEST
8,WEST,SOUTH,WEST,SOUTH,2,286,SOUTH
27,EAST,SOUTH,EAST,NORTH,1,1617,EAST
30,WEST,NORTH,WEST,NORTH,1,1640,NORTH
27,EAST,NORTH,EAST,SOUTH,2,1510,SOUTH
22,WEST,SOUTH,WEST,SOUTH,2,1213,SOUTH
