@RELATION snake_game_train

@ATTRIBUTE snake_length NUMERIC
@ATTRIBUTE snake_x {WEST, EAST}
@ATTRIBUTE snake_y {NORTH, SOUTH}
@ATTRIBUTE food_x {WEST, EAST}
@ATTRIBUTE food_y {NORTH, SOUTH}
@ATTRIBUTE rel_pos {0, 1, 2, 3}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE direction {NORTH, SOUTH, WEST, EAST}

@DATA
40,WEST,NORTH,EAST,SOUTH,3,2294,NORTH
4,EAST,NORTH,EAST,NORTH,0,73,SOUTH
28,EAST,SOUTH,WEST,SOUTH,2,1601,WEST
25,EAST,SOUTH,EAST,SOUTH,3,1480,EAST
16,WEST,SOUTH,WEST,SOUTH,0,817,WEST
8,EAST,NORTH,EAST,NORTH,1,332,EAST
29,EAST,NORTH,WEST,NORTH,0,1614,WEST
41,EAST,SOUTH,WEST,SOUTH,2,2304,SOUTH
32,EAST,SOUTH,EAST,SOUTH,1,1876,EAST
29,EAST,SOUTH,WEST,NORTH,0,1762,WEST
20,WEST,NORTH,WEST,NORTH,0,1114,NORTH
34,WEST,NORTH,EAST,NORTH,3,2024,EAST
32,EAST,SOUTH,EAST,SOUTH,1,1884,EAST
9,WEST,NORTH,WEST,NORTH,0,408,NORTH
11,WEST,SOUTH,WEST,SOUTH,3,481,WEST
20,EAST,SOUTH,EAST,SOUTH,3,1151,SOUTH
3,WEST,NORTH,EAST,NORTH,3,-20,EAST
32,WEST,SOUTH,WEST,SOUTH,0,1795,NORTH
7,WEST,SOUTH,WEST,NORTH,1,287,NORTH
35,WEST,NORTH,EAST,SOUTH,3,2079,EAST
5,WEST,SOUTH,WEST,SOUTH,0,72,WEST
23,WEST,SOUTH,EAST,NORTH,1,1386,NORTH
30,WEST,SOUTH,WEST,SOUTH,2,1754,SOUTH
17,WEST,SOUTH,WEST,NORTH,0,958,WEST
21,WEST,SOUTH,EAST,SOUTH,3,1179,EAST
3,WEST,NORTH,EAST,NORTH,3,-24,SOUTH
10,WEST,SOUTH,EAST,SOUTH,1,451,SOUTH
7,WEST,NORTH,WEST,NORTH,0,222,WEST
24,WEST,SOUTH,WEST,SOUTH,0,1446,WEST
11,EAST,NORTH,EAST,SOUTH,2,484,WEST
43,WEST,NORTH,EAST,NORTH,3,2415,NORTH
7,EAST,SOUTH,WEST,SOUTH,0,286,EAST
12,EAST,SOUTH,WEST,NORTH,0,555,NORTH
38,EAST,SOUTH,EAST,SOUTH,0,2232,WEST
13,WEST,SOUTH,WEST,NORTH,0,631,WEST
9,WEST,SOUTH,WEST,SOUTH,2,356,WEST
53,EAST,SOUTH,EAST,SOUTH,1,2976,EAST
10,EAST,NORTH,EAST,NORTH,2,473,SOUTH
9,EAST,SOUTH,EAST,NORTH,1,451,EAST
14,EAST,NORTH,EAST,NORTH,0,701,WEST
51,EAST,NORTH,EAST,SOUTH,3,2853,EAST
41,WEST,SOUTH,WEST,SOUTH,2,2264,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1387,NORTH
14,WEST,NORTH,EAST,NORTH,3,667,EAST
5,WEST,NORTH,WEST,NORTH,2,158,SOUTH
46,WEST,SOUTH,WEST,SOUTH,2,2554,SOUTH
25,EAST,SOUTH,WEST,SOUTH,2,1411,WEST
24,EAST,NORTH,EAST,NORTH,1,1378,NORTH
30,EAST,NORTH,EAST,NORTH,1,1795,EAST
9,WEST,SOUTH,WEST,NORTH,0,422,WEST
14,EAST,SOUTH,WEST,SOUTH,2,690,WEST
5,WEST,SOUTH,WEST,SOUTH,2,145,EAST
20,WEST,SOUTH,WEST,SOUTH,2,1095,WEST
32,WEST,SOUTH,WEST,SOUTH,0,1777,WEST
29,WEST,SOUTH,WEST,SOUTH,3,1669,EAST
3,WEST,NORTH,WEST,SOUTH,2,-6,EAST
36,EAST,SOUTH,WEST,NORTH,0,2117,WEST
38,WEST,NORTH,WEST,SOUTH,2,2129,WEST
35,EAST,SOUTH,EAST,SOUTH,3,2057,EAST
14,WEST,NORTH,WEST,NORTH,1,704,SOUTH
34,EAST,NORTH,WEST,SOUTH,2,1918,SOUTH
22,WEST,SOUTH,WEST,SOUTH,0,1257,WEST
29,EAST,SOUTH,WEST,NORTH,0,1766,SOUTH
11,EAST,SOUTH,EAST,SOUTH,0,534,WEST
16,EAST,NORTH,WEST,SOUTH,2,846,SOUTH
31,WEST,NORTH,WEST,NORTH,2,1859,WEST
9,EAST,SOUTH,EAST,SOUTH,0,403,WEST
11,EAST,NORTH,EAST,SOUTH,2,496,WEST
26,EAST,NORTH,EAST,NORTH,1,1442,NORTH
25,EAST,NORTH,EAST,NORTH,0,1416,WEST
21,WEST,NORTH,EAST,SOUTH,3,1194,EAST
46,WEST,NORTH,WEST,SOUTH,2,2572,SOUTH
31,WEST,SOUTH,WEST,SOUTH,1,1816,NORTH
17,WEST,NORTH,WEST,SOUTH,3,859,EAST
27,EAST,SOUTH,EAST,NORTH,1,1621,NORTH
17,WEST,SOUTH,WEST,NORTH,0,948,NORTH
22,WEST,SOUTH,WEST,SOUTH,2,1316,WEST
16,EAST,NORTH,EAST,SOUTH,3,872,EAST
23,EAST,SOUTH,EAST,NORTH,1,1281,EAST
38,WEST,NORTH,WEST,SOUTH,2,2136,WEST
16,WEST,SOUTH,WEST,SOUTH,2,830,SOUTH
12,EAST,SOUTH,EAST,NORTH,1,551,EAST
8,WEST,NORTH,WEST,SOUTH,2,317,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1375,NORTH
34,EAST,NORTH,WEST,NORTH,0,2038,NORTH
20,WEST,SOUTH,WEST,SOUTH,0,1130,EAST
37,EAST,NORTH,WEST,NORTH,0,2218,NORTH
4,EAST,NORTH,EAST,NORTH,0,35,NORTH
34,WEST,SOUTH,EAST,NORTH,1,2056,NORTH
39,WEST,SOUTH,WEST,SOUTH,2,2225,SOUTH
38,EAST,SOUTH,EAST,SOUTH,2,2242,SOUTH
10,EAST,NORTH,EAST,NORTH,2,503,NORTH
40,WEST,NORTH,EAST,SOUTH,3,2275,SOUTH
22,EAST,SOUTH,WEST,SOUTH,2,1227,WEST
54,EAST,NORTH,EAST,NORTH,1,3052,NORTH
16,WEST,SOUTH,WEST,SOUTH,2,827,SOUTH
11,EAST,SOUTH,WEST,SOUTH,2,512,SOUTH
26,EAST,NORTH,WEST,NORTH,2,1466,WEST
10,EAST,SOUTH,WEST,SOUTH,0,456,WEST
45,WEST,NORTH,WEST,NORTH,0,2508,WEST
21,EAST,SOUTH,EAST,SOUTH,3,1157,EAST
16,WEST,NORTH,WEST,NORTH,0,778,WEST
34,WEST,NORTH,WEST,NORTH,0,2008,WEST
8,WEST,SOUTH,WEST,SOUTH,2,283,SOUTH
27,EAST,SOUTH,EAST,NORTH,1,1644,NORTH
46,WEST,NORTH,WEST,SOUTH,3,2586,EAST
34,WEST,SOUTH,WEST,SOUTH,3,1887,SOUTH
35,WEST,NORTH,WEST,NORTH,0,1924,WEST
16,EAST,SOUTH,EAST,SOUTH,3,864,SOUTH
15,WEST,NORTH,EAST,NORTH,3,770,WEST
49,EAST,NORTH,EAST,SOUTH,2,2745,WEST
14,EAST,SOUTH,WEST,SOUTH,2,687,WEST
34,WEST,NORTH,WEST,SOUTH,3,1902,WEST
49,EAST,NORTH,EAST,SOUTH,2,2724,SOUTH
9,EAST,SOUTH,EAST,NORTH,1,428,NORTH
54,EAST,SOUTH,EAST,NORTH,1,3066,NORTH
35,EAST,SOUTH,EAST,SOUTH,2,2066,SOUTH
25,EAST,SOUTH,WEST,SOUTH,2,1408,WEST
18,WEST,NORTH,WEST,NORTH,1,985,EAST
8,WEST,SOUTH,WEST,SOUTH,2,287,SOUTH
22,WEST,SOUTH,EAST,SOUTH,3,1291,SOUTH
4,WEST,SOUTH,WEST,SOUTH,3,42,EAST
46,WEST,NORTH,WEST,SOUTH,2,2576,EAST
21,EAST,SOUTH,EAST,SOUTH,2,1237,NORTH
25,EAST,NORTH,EAST,NORTH,0,1396,SOUTH
23,EAST,NORTH,EAST,NORTH,0,1263,NORTH
9,EAST,SOUTH,EAST,NORTH,1,446,NORTH
24,EAST,NORTH,EAST,NORTH,1,1337,WEST
39,WEST,SOUTH,WEST,SOUTH,2,2215,SOUTH
36,EAST,SOUTH,WEST,NORTH,0,2109,NORTH
29,EAST,NORTH,WEST,NORTH,0,1604,WEST
40,WEST,NORTH,EAST,SOUTH,3,2238,WEST
28,EAST,SOUTH,EAST,NORTH,1,1569,NORTH
25,WEST,NORTH,WEST,SOUTH,3,1510,EAST
12,WEST,NORTH,WEST,NORTH,0,540,NORTH
22,WEST,SOUTH,WEST,SOUTH,2,1310,SOUTH
37,WEST,NORTH,WEST,NORTH,0,2194,WEST
3,EAST,NORTH,EAST,NORTH,3,-41,EAST
32,WEST,SOUTH,EAST,SOUTH,1,1900,EAST
11,WEST,SOUTH,WEST,SOUTH,1,479,EAST
33,WEST,SOUTH,WEST,SOUTH,2,1975,SOUTH
10,EAST,NORTH,EAST,NORTH,2,492,SOUTH
4,EAST,SOUTH,WEST,NORTH,0,17,WEST
21,EAST,SOUTH,EAST,SOUTH,3,1161,SOUTH
21,EAST,SOUTH,EAST,SOUTH,2,1231,WEST
23,EAST,SOUTH,EAST,NORTH,1,1291,NORTH
11,WEST,SOUTH,WEST,NORTH,0,518,NORTH
34,EAST,NORTH,WEST,SOUTH,2,1913,WEST
27,EAST,NORTH,EAST,SOUTH,2,1514,SOUTH
24,EAST,NORTH,WEST,NORTH,0,1440,NORTH
40,EAST,NORTH,EAST,SOUTH,3,2242,NORTH
16,WEST,SOUTH,WEST,SOUTH,0,859,WEST
18,WEST,NORTH,WEST,NORTH,3,1012,WEST
32,WEST,NORTH,WEST,NORTH,1,1936,EAST
14,EAST,NORTH,EAST,NORTH,0,675,NORTH
9,WEST,NORTH,WEST,NORTH,0,411,NORTH
14,WEST,NORTH,EAST,NORTH,1,688,NORTH
10,WEST,SOUTH,EAST,NORTH,1,446,NORTH
24,EAST,NORTH,EAST,NORTH,1,1353,NORTH
38,EAST,NORTH,WEST,SOUTH,2,2147,SOUTH
5,WEST,SOUTH,WEST,SOUTH,2,137,SOUTH
9,WEST,SOUTH,EAST,NORTH,1,436,NORTH
18,WEST,NORTH,WEST,NORTH,2,1014,WEST
17,EAST,SOUTH,WEST,SOUTH,2,948,WEST
34,EAST,NORTH,WEST,NORTH,0,2041,WEST
31,WEST,NORTH,WEST,SOUTH,2,1738,EAST
31,WEST,NORTH,WEST,NORTH,2,1865,WEST
8,EAST,SOUTH,WEST,SOUTH,2,373,EAST
19,WEST,SOUTH,WEST,SOUTH,0,1052,WEST
7,WEST,SOUTH,WEST,NORTH,1,279,NORTH
51,EAST,NORTH,EAST,SOUTH,3,2846,SOUTH
18,WEST,NORTH,WEST,NORTH,3,1009,SOUTH
6,WEST,SOUTH,WEST,SOUTH,3,219,SOUTH
17,WEST,NORTH,WEST,SOUTH,3,864,EAST
14,EAST,SOUTH,EAST,NORTH,0,731,SOUTH
18,WEST,NORTH,WEST,NORTH,0,923,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2731,SOUTH
39,EAST,SOUTH,WEST,SOUTH,2,2312,WEST
9,EAST,NORTH,WEST,SOUTH,2,382,SOUTH
37,EAST,NORTH,WEST,NORTH,0,2214,NORTH
37,EAST,SOUTH,EAST,SOUTH,1,2159,EAST
51,EAST,SOUTH,EAST,SOUTH,3,2829,SOUTH
18,WEST,NORTH,WEST,NORTH,0,1000,EAST
17,WEST,NORTH,WEST,NORTH,0,926,NORTH
37,WEST,NORTH,EAST,SOUTH,3,2180,NORTH
22,WEST,SOUTH,WEST,SOUTH,2,1215,WEST
36,EAST,NORTH,EAST,NORTH,1,2141,EAST
35,EAST,NORTH,EAST,SOUTH,2,2100,EAST
48,WEST,SOUTH,EAST,NORTH,1,2704,NORTH
24,WEST,SOUTH,EAST,NORTH,1,1395,EAST
34,EAST,NORTH,EAST,NORTH,1,2009,EAST
36,EAST,SOUTH,EAST,NORTH,1,2148,NORTH
34,WEST,NORTH,EAST,NORTH,1,2038,NORTH
25,EAST,SOUTH,WEST,SOUTH,2,1421,SOUTH
4,WEST,NORTH,WEST,NORTH,2,72,SOUTH
6,EAST,NORTH,EAST,NORTH,1,126,EAST
4,WEST,SOUTH,WEST,SOUTH,3,48,SOUTH
14,WEST,NORTH,EAST,NORTH,1,665,SOUTH
37,EAST,SOUTH,EAST,SOUTH,1,2156,EAST
20,EAST,SOUTH,EAST,SOUTH,3,1153,EAST
34,EAST,NORTH,WEST,NORTH,0,2037,NORTH
51,EAST,SOUTH,EAST,SOUTH,2,2828,EAST
45,WEST,NORTH,WEST,NORTH,0,2493,WEST
9,WEST,NORTH,WEST,NORTH,0,396,NORTH
44,EAST,SOUTH,WEST,NORTH,0,2448,WEST
13,WEST,SOUTH,WEST,NORTH,0,607,NORTH
4,WEST,SOUTH,WEST,NORTH,0,-11,NORTH
12,EAST,SOUTH,EAST,NORTH,1,553,NORTH
23,EAST,SOUTH,EAST,NORTH,1,1301,EAST
27,EAST,SOUTH,EAST,NORTH,1,1628,NORTH
11,WEST,SOUTH,WEST,SOUTH,3,483,WEST
19,WEST,NORTH,EAST,SOUTH,3,1064,EAST
12,EAST,SOUTH,EAST,SOUTH,2,564,EAST
14,EAST,SOUTH,EAST,NORTH,0,715,WEST
30,EAST,NORTH,EAST,NORTH,1,1805,EAST
23,WEST,SOUTH,WEST,SOUTH,0,1321,WEST
24,WEST,SOUTH,WEST,SOUTH,0,1443,WEST
5,WEST,SOUTH,WEST,SOUTH,2,76,SOUTH
19,EAST,NORTH,EAST,NORTH,2,1011,SOUTH
8,WEST,NORTH,WEST,SOUTH,2,310,SOUTH
25,WEST,SOUTH,EAST,SOUTH,3,1498,SOUTH
54,EAST,NORTH,EAST,NORTH,1,3058,NORTH
46,WEST,NORTH,WEST,SOUTH,2,2556,WEST
5,EAST,NORTH,WEST,SOUTH,2,125,WEST
10,WEST,NORTH,EAST,NORTH,1,427,NORTH
3,WEST,NORTH,WEST,SOUTH,2,-8,EAST
24,EAST,NORTH,EAST,NORTH,1,1329,NORTH
11,EAST,SOUTH,EAST,SOUTH,2,475,SOUTH
15,EAST,NORTH,WEST,SOUTH,2,748,SOUTH
13,EAST,NORTH,EAST,SOUTH,3,630,NORTH
53,EAST,SOUTH,EAST,SOUTH,1,3012,NORTH
39,WEST,SOUTH,WEST,SOUTH,2,2307,WEST
13,WEST,SOUTH,WEST,NORTH,0,615,NORTH
17,WEST,NORTH,WEST,NORTH,0,918,NORTH
32,WEST,NORTH,WEST,NORTH,1,1922,EAST
9,EAST,SOUTH,EAST,NORTH,1,447,NORTH
3,WEST,NORTH,WEST,SOUTH,2,-13,SOUTH
15,EAST,SOUTH,WEST,SOUTH,2,730,SOUTH
39,EAST,SOUTH,WEST,SOUTH,2,2318,SOUTH
8,EAST,NORTH,EAST,NORTH,1,338,EAST
37,WEST,NORTH,EAST,SOUTH,3,2179,EAST
50,WEST,SOUTH,EAST,NORTH,1,2775,NORTH
8,WEST,SOUTH,WEST,SOUTH,1,333,EAST
41,EAST,SOUTH,WEST,SOUTH,2,2285,WEST
16,WEST,SOUTH,EAST,NORTH,1,861,EAST
45,WEST,NORTH,WEST,NORTH,0,2500,WEST
30,WEST,NORTH,WEST,NORTH,1,1672,SOUTH
14,EAST,NORTH,EAST,NORTH,0,699,NORTH
3,WEST,NORTH,EAST,SOUTH,3,-12,EAST
12,WEST,NORTH,WEST,NORTH,0,538,NORTH
11,WEST,SOUTH,WEST,SOUTH,2,485,WEST
16,EAST,NORTH,WEST,SOUTH,2,856,EAST
34,WEST,NORTH,EAST,NORTH,1,2053,NORTH
37,WEST,NORTH,EAST,NORTH,1,2094,NORTH
16,EAST,NORTH,WEST,SOUTH,2,837,SOUTH
9,EAST,NORTH,EAST,SOUTH,2,431,EAST
14,EAST,SOUTH,EAST,NORTH,0,707,NORTH
7,EAST,NORTH,EAST,NORTH,3,206,WEST
13,EAST,SOUTH,WEST,NORTH,0,645,WEST
8,WEST,NORTH,WEST,SOUTH,2,322,WEST
8,EAST,SOUTH,WEST,SOUTH,2,358,WEST
50,WEST,SOUTH,EAST,NORTH,1,2793,NORTH
36,WEST,SOUTH,WEST,NORTH,0,2108,WEST
16,WEST,SOUTH,WEST,NORTH,0,797,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1804,SOUTH
23,EAST,SOUTH,EAST,NORTH,1,1280,EAST
20,WEST,NORTH,WEST,NORTH,0,1136,WEST
35,EAST,NORTH,EAST,SOUTH,2,2099,SOUTH
27,EAST,SOUTH,EAST,SOUTH,2,1510,SOUTH
14,EAST,NORTH,EAST,NORTH,1,662,EAST
5,EAST,NORTH,WEST,NORTH,2,168,WEST
14,WEST,NORTH,EAST,NORTH,1,697,NORTH
30,WEST,SOUTH,WEST,SOUTH,0,1721,WEST
5,WEST,NORTH,WEST,NORTH,1,136,NORTH
13,EAST,NORTH,EAST,SOUTH,2,613,SOUTH
21,EAST,NORTH,EAST,SOUTH,3,1162,SOUTH
38,EAST,NORTH,WEST,SOUTH,2,2151,WEST
4,WEST,NORTH,WEST,NORTH,0,-26,NORTH
33,WEST,NORTH,WEST,SOUTH,2,1988,SOUTH
31,EAST,NORTH,WEST,NORTH,2,1888,WEST
34,WEST,SOUTH,EAST,NORTH,1,2055,NORTH
38,EAST,NORTH,WEST,SOUTH,2,2162,EAST
20,WEST,NORTH,WEST,NORTH,0,1110,NORTH
34,WEST,SOUTH,WEST,SOUTH,3,1870,WEST
11,WEST,SOUTH,WEST,NORTH,1,538,NORTH
25,EAST,NORTH,EAST,NORTH,2,1407,EAST
31,EAST,NORTH,WEST,NORTH,2,1887,WEST
42,WEST,SOUTH,WEST,NORTH,0,2343,NORTH
9,EAST,SOUTH,EAST,NORTH,1,443,NORTH
24,WEST,SOUTH,EAST,NORTH,1,1389,NORTH
3,EAST,NORTH,EAST,NORTH,3,-43,EAST
12,EAST,SOUTH,EAST,NORTH,1,605,NORTH
35,EAST,NORTH,EAST,SOUTH,2,2093,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1364,EAST
29,EAST,NORTH,WEST,NORTH,0,1625,SOUTH
17,WEST,SOUTH,WEST,NORTH,0,946,WEST
6,EAST,SOUTH,EAST,SOUTH,1,191,NORTH
34,WEST,NORTH,WEST,NORTH,0,1997,WEST
14,EAST,NORTH,EAST,NORTH,3,735,EAST
25,WEST,NORTH,EAST,SOUTH,3,1505,EAST
19,WEST,NORTH,EAST,NORTH,3,1016,EAST
5,EAST,NORTH,WEST,SOUTH,2,116,WEST
7,EAST,SOUTH,EAST,SOUTH,0,280,NORTH
32,WEST,NORTH,WEST,NORTH,1,1923,EAST
36,EAST,SOUTH,EAST,NORTH,1,2160,WEST
35,EAST,SOUTH,EAST,SOUTH,2,2030,SOUTH
4,EAST,SOUTH,WEST,NORTH,0,13,NORTH
52,EAST,SOUTH,EAST,SOUTH,0,2918,WEST
22,EAST,SOUTH,WEST,SOUTH,2,1222,WEST
16,WEST,NORTH,WEST,NORTH,0,774,WEST
35,EAST,NORTH,WEST,NORTH,0,1933,WEST
25,EAST,SOUTH,WEST,SOUTH,2,1430,SOUTH
9,EAST,NORTH,WEST,SOUTH,2,388,NORTH
28,WEST,SOUTH,WEST,SOUTH,0,1587,SOUTH
28,WEST,SOUTH,WEST,SOUTH,0,1586,WEST
16,WEST,NORTH,WEST,NORTH,0,777,WEST
33,WEST,SOUTH,WEST,SOUTH,0,1967,SOUTH
46,WEST,SOUTH,WEST,SOUTH,2,2553,SOUTH
27,EAST,NORTH,EAST,SOUTH,2,1509,SOUTH
43,WEST,NORTH,EAST,NORTH,3,2412,EAST
34,WEST,NORTH,EAST,NORTH,1,2043,EAST
31,WEST,NORTH,WEST,SOUTH,2,1729,SOUTH
26,EAST,NORTH,EAST,NORTH,1,1422,EAST
44,EAST,NORTH,WEST,NORTH,0,2455,SOUTH
11,EAST,SOUTH,EAST,SOUTH,3,551,SOUTH
33,WEST,NORTH,WEST,SOUTH,2,1993,WEST
5,WEST,SOUTH,WEST,SOUTH,1,115,EAST
5,WEST,NORTH,WEST,NORTH,0,157,WEST
11,WEST,SOUTH,WEST,SOUTH,2,492,SOUTH
16,WEST,SOUTH,WEST,SOUTH,2,824,SOUTH
9,WEST,SOUTH,WEST,SOUTH,0,379,EAST
9,WEST,NORTH,WEST,NORTH,0,405,NORTH
3,WEST,NORTH,WEST,NORTH,2,-6,EAST
53,EAST,SOUTH,EAST,SOUTH,1,3016,WEST
11,WEST,SOUTH,WEST,SOUTH,2,504,WEST
34,EAST,NORTH,WEST,NORTH,0,2028,NORTH
40,EAST,NORTH,EAST,SOUTH,3,2243,NORTH
17,WEST,SOUTH,WEST,SOUTH,0,927,WEST
25,EAST,NORTH,EAST,NORTH,0,1388,NORTH
9,WEST,SOUTH,EAST,NORTH,1,438,NORTH
27,EAST,SOUTH,EAST,SOUTH,0,1478,SOUTH
27,EAST,SOUTH,EAST,NORTH,1,1623,EAST
19,WEST,NORTH,WEST,SOUTH,3,1074,EAST
24,EAST,NORTH,EAST,NORTH,0,1350,EAST
25,EAST,NORTH,WEST,SOUTH,2,1439,SOUTH
20,WEST,SOUTH,WEST,SOUTH,1,1150,WEST
34,WEST,NORTH,EAST,NORTH,1,2050,NORTH
33,EAST,SOUTH,EAST,NORTH,1,1963,NORTH
13,WEST,NORTH,EAST,SOUTH,3,685,SOUTH
7,WEST,SOUTH,EAST,SOUTH,3,290,EAST
7,WEST,NORTH,WEST,NORTH,0,230,WEST
17,WEST,SOUTH,WEST,NORTH,0,937,NORTH
13,EAST,NORTH,EAST,SOUTH,2,612,SOUTH
26,WEST,SOUTH,EAST,NORTH,1,1464,NORTH
7,EAST,SOUTH,EAST,SOUTH,0,282,NORTH
3,WEST,NORTH,WEST,SOUTH,2,-12,EAST
25,EAST,NORTH,EAST,NORTH,0,1383,WEST
5,WEST,NORTH,WEST,NORTH,2,38,SOUTH
11,WEST,SOUTH,WEST,SOUTH,2,503,WEST
14,EAST,NORTH,EAST,NORTH,0,702,NORTH
13,WEST,NORTH,WEST,NORTH,0,625,WEST
36,WEST,SOUTH,WEST,NORTH,0,2093,NORTH
10,EAST,NORTH,EAST,NORTH,2,502,NORTH
5,WEST,NORTH,WEST,NORTH,3,47,EAST
37,WEST,NORTH,EAST,SOUTH,3,2178,EAST
3,WEST,NORTH,WEST,SOUTH,2,-5,EAST
24,EAST,NORTH,EAST,NORTH,1,1362,NORTH
9,EAST,NORTH,EAST,NORTH,1,407,EAST
20,WEST,NORTH,WEST,NORTH,0,1133,WEST
10,EAST,SOUTH,WEST,SOUTH,2,483,SOUTH
35,EAST,NORTH,EAST,SOUTH,2,2086,WEST
6,WEST,SOUTH,EAST,SOUTH,1,213,EAST
24,WEST,SOUTH,WEST,SOUTH,0,1428,WEST
22,EAST,SOUTH,WEST,SOUTH,2,1245,SOUTH
13,EAST,SOUTH,WEST,NORTH,0,656,WEST
17,WEST,NORTH,WEST,NORTH,0,894,WEST
24,WEST,SOUTH,EAST,NORTH,1,1400,EAST
30,EAST,NORTH,EAST,NORTH,1,1799,EAST
25,WEST,SOUTH,WEST,SOUTH,3,1486,SOUTH
10,EAST,SOUTH,EAST,SOUTH,1,424,EAST
11,WEST,NORTH,EAST,SOUTH,3,572,NORTH
34,WEST,NORTH,WEST,NORTH,0,2017,WEST
41,EAST,SOUTH,WEST,SOUTH,2,2287,WEST
33,WEST,NORTH,WEST,SOUTH,2,2008,SOUTH
34,WEST,NORTH,EAST,NORTH,3,2029,NORTH
26,WEST,NORTH,EAST,NORTH,1,1457,EAST
18,WEST,SOUTH,WEST,NORTH,0,930,NORTH
9,EAST,SOUTH,EAST,SOUTH,2,419,SOUTH
9,WEST,SOUTH,WEST,SOUTH,0,364,NORTH
8,WEST,NORTH,WEST,SOUTH,2,305,WEST
37,EAST,SOUTH,EAST,SOUTH,1,2148,EAST
35,EAST,SOUTH,EAST,SOUTH,3,2043,EAST
40,WEST,NORTH,EAST,SOUTH,3,2293,NORTH
35,EAST,NORTH,EAST,SOUTH,2,2088,SOUTH
15,EAST,NORTH,EAST,SOUTH,3,819,EAST
8,WEST,SOUTH,WEST,SOUTH,2,352,WEST
7,WEST,NORTH,WEST,NORTH,0,225,WEST
34,EAST,NORTH,WEST,NORTH,0,2043,NORTH
30,WEST,NORTH,WEST,NORTH,1,1646,NORTH
6,WEST,NORTH,EAST,NORTH,1,134,EAST
49,EAST,SOUTH,EAST,SOUTH,2,2702,SOUTH
14,WEST,NORTH,EAST,NORTH,1,747,NORTH
22,EAST,SOUTH,WEST,SOUTH,2,1234,WEST
34,EAST,NORTH,WEST,NORTH,0,2025,WEST
48,EAST,NORTH,EAST,NORTH,0,2665,EAST
8,EAST,NORTH,EAST,NORTH,1,352,EAST
9,EAST,NORTH,EAST,NORTH,0,418,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2729,SOUTH
20,EAST,SOUTH,WEST,NORTH,0,1150,SOUTH
29,WEST,SOUTH,WEST,SOUTH,3,1672,NORTH
13,WEST,SOUTH,WEST,NORTH,0,636,WEST
11,WEST,SOUTH,WEST,NORTH,1,536,NORTH
3,WEST,NORTH,EAST,NORTH,1,-14,EAST
15,WEST,NORTH,EAST,NORTH,1,764,SOUTH
18,WEST,NORTH,WEST,NORTH,1,986,EAST
9,WEST,SOUTH,EAST,NORTH,1,426,NORTH
23,EAST,SOUTH,EAST,NORTH,1,1284,NORTH
45,WEST,NORTH,WEST,NORTH,1,2491,NORTH
51,EAST,SOUTH,EAST,SOUTH,3,2837,SOUTH
28,EAST,SOUTH,EAST,SOUTH,2,1672,SOUTH
8,WEST,SOUTH,WEST,SOUTH,2,351,WEST
30,EAST,NORTH,EAST,NORTH,1,1807,NORTH
7,WEST,SOUTH,WEST,NORTH,1,286,NORTH
3,EAST,NORTH,EAST,SOUTH,3,-30,EAST
10,WEST,SOUTH,WEST,SOUTH,2,456,SOUTH
5,WEST,NORTH,WEST,NORTH,3,54,EAST
14,WEST,NORTH,EAST,NORTH,1,695,EAST
37,WEST,NORTH,EAST,NORTH,1,2087,NORTH
35,EAST,NORTH,EAST,SOUTH,2,2089,SOUTH
11,WEST,SOUTH,WEST,SOUTH,2,488,SOUTH
8,WEST,NORTH,EAST,NORTH,3,358,EAST
34,WEST,SOUTH,EAST,NORTH,1,2062,NORTH
30,WEST,NORTH,WEST,NORTH,1,1638,EAST
23,WEST,NORTH,WEST,SOUTH,2,1328,WEST
41,WEST,SOUTH,WEST,SOUTH,2,2262,NORTH
14,EAST,SOUTH,EAST,NORTH,0,718,WEST
11,WEST,NORTH,WEST,NORTH,0,512,NORTH
8,EAST,NORTH,EAST,NORTH,1,337,EAST
21,WEST,SOUTH,EAST,SOUTH,3,1174,EAST
36,EAST,NORTH,EAST,NORTH,1,2138,NORTH
15,WEST,NORTH,WEST,NORTH,3,798,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1304,EAST
34,EAST,NORTH,WEST,SOUTH,2,1924,EAST
25,EAST,SOUTH,WEST,SOUTH,2,1409,WEST
31,WEST,NORTH,WEST,NORTH,2,1860,WEST
26,EAST,NORTH,EAST,NORTH,1,1435,NORTH
14,WEST,SOUTH,WEST,SOUTH,2,677,WEST
22,WEST,SOUTH,WEST,SOUTH,2,1216,WEST
8,EAST,SOUTH,WEST,SOUTH,2,360,WEST
17,EAST,NORTH,EAST,SOUTH,2,932,SOUTH
24,WEST,SOUTH,EAST,NORTH,1,1388,EAST
36,EAST,SOUTH,EAST,NORTH,1,2146,NORTH
16,WEST,NORTH,WEST,NORTH,0,788,NORTH
22,WEST,SOUTH,EAST,SOUTH,3,1298,EAST
4,EAST,SOUTH,WEST,NORTH,0,24,NORTH
